Face: 0
Successful sampling: 100 
Failed sampling: 0 
Close-atoms sampling: 9 
Out of face sampling: 213 
Dummy sampling: 0 
Minimum energy: -0.68418
Minimum energy geometry:
    C      -1.42468063       0.39918943      -1.40536020
    H      -0.44288738       0.80007365      -1.60364553
    H      -2.00980388       0.78594326      -0.58560690
    H      -1.82135062      -0.38844862      -2.02682817
    C       1.42468063      -0.39918943       1.40536020
    H       1.73846547      -0.69585456       0.41668832
    H       0.84594814      -1.07670766       2.01362080
    H       1.68962828       0.57499393       1.78577148
Cannonical: 
10.000            8.430e+10
20.000            8.230e+03
30.500            4.142e+01
41.525            3.258e+00
53.101            7.629e-01
65.256            3.057e-01
78.019            1.654e-01
91.420            1.075e-01
105.491           7.869e-02
120.266           6.244e-02
135.779           5.246e-02
152.068           4.595e-02
169.171           4.151e-02
187.130           3.840e-02
205.986           3.618e-02
225.786           3.459e-02
246.575           3.345e-02
268.404           3.266e-02
291.324           3.213e-02
315.390           3.182e-02
340.660           3.167e-02
367.193           3.167e-02
395.052           3.178e-02
424.305           3.200e-02
455.020           3.230e-02
487.271           3.269e-02
521.135           3.315e-02
556.691           3.367e-02
594.026           3.425e-02
633.227           3.489e-02
674.388           3.558e-02
717.608           3.633e-02
762.988           3.712e-02
810.638           3.796e-02
860.670           3.884e-02
913.203           3.977e-02
968.363           4.074e-02
1026.281          4.176e-02
1087.095          4.282e-02
1150.950          4.393e-02
1217.998          4.508e-02
1288.398          4.627e-02
1362.318          4.751e-02
1439.933          4.879e-02
1521.430          5.011e-02
1607.002          5.148e-02
1696.852          5.290e-02
1791.194          5.436e-02
1890.254          5.587e-02
1994.267          5.742e-02
2103.480          5.902e-02
Microcannonical: 
0.000           5.448e-16
10.000          6.274e-16
20.500          7.244e-16
31.525          8.388e-16
43.101          9.738e-16
55.256          1.133e-15
68.019          1.323e-15
81.420          1.548e-15
95.491          1.815e-15
110.266         2.134e-15
125.779         2.514e-15
142.068         2.969e-15
159.171         3.514e-15
177.130         4.167e-15
195.986         4.952e-15
215.786         5.896e-15
236.575         7.032e-15
258.404         8.401e-15
281.324         1.005e-14
305.390         1.205e-14
330.660         1.446e-14
357.193         1.739e-14
385.052         2.093e-14
414.305         2.522e-14
445.020         3.043e-14
477.271         3.675e-14
511.135         4.444e-14
546.691         5.378e-14
584.026         6.514e-14
623.227         7.898e-14
664.388         9.582e-14
707.608         1.163e-13
752.988         1.413e-13
800.638         1.718e-13
850.670         2.090e-13
903.203         2.544e-13
958.363         3.098e-13
1016.281        3.775e-13
1077.095        4.601e-13
1140.950        5.611e-13
1207.998        6.845e-13
1278.398        8.353e-13
1352.318        1.020e-12
1429.933        1.245e-12
1511.430        1.520e-12
1597.002        1.857e-12
1686.852        2.270e-12
1781.194        2.774e-12
1880.254        3.390e-12
1984.267        4.145e-12
2093.480        5.068e-12
2208.154        6.197e-12
2328.562        7.579e-12
2454.990        9.269e-12
2587.739        1.134e-11
2727.126        1.387e-11
2873.482        1.696e-11
3027.157        2.075e-11
3188.514        2.539e-11
3357.940        3.106e-11
3535.837        3.800e-11
3722.629        4.648e-11
3918.760        5.687e-11
4124.699        6.957e-11
4340.933        8.511e-11
4567.980        1.041e-10
4806.379        1.274e-10
5056.698        1.558e-10
5319.533        1.906e-10
5595.510        2.331e-10
5885.285        2.852e-10
6189.549        3.488e-10
6509.027        4.266e-10
6844.478        5.217e-10
7196.702        6.380e-10
7566.537        7.802e-10
7954.864        9.541e-10
8362.607        1.167e-09
8790.738        1.426e-09
9240.274        1.744e-09
9712.288        2.132e-09
10207.903       2.606e-09
10728.298       3.185e-09
11274.713       3.893e-09
11848.448       4.757e-09
12450.871       5.812e-09
13083.414       7.101e-09
13747.585       8.675e-09
14444.964       1.060e-08
15177.212       1.294e-08
15946.073       1.581e-08
16753.377       1.930e-08
17601.045       2.356e-08
18491.098       2.876e-08
19425.653       3.511e-08
20406.935       4.285e-08
21437.282       5.229e-08
22519.146       6.379e-08
23655.103       7.783e-08
24847.859       9.494e-08
26100.252       1.158e-07
27415.264       1.412e-07
28796.027       1.722e-07
30245.829       2.099e-07
31768.120       2.559e-07
33366.526       3.120e-07
35044.852       3.803e-07
36807.095       4.634e-07
38657.450       5.647e-07
40600.322       6.881e-07
42640.338       8.384e-07
44782.355       1.021e-06
47031.473       1.244e-06
49393.047       1.515e-06
51872.699       1.846e-06
54476.334       2.248e-06
57210.151       2.737e-06
60080.658       3.332e-06
63094.691       4.057e-06
66259.426       4.940e-06
69582.397       6.013e-06
73071.517       7.320e-06
76735.093       8.910e-06
80581.847       1.084e-05
84620.940       1.320e-05
88861.987       1.606e-05
93315.086       1.955e-05
97990.841       2.379e-05
102900.383      2.894e-05
108055.402      3.522e-05
113468.172      4.285e-05
119151.580      5.213e-05
125119.159      6.342e-05
131385.117      7.715e-05
137964.373      9.386e-05
144872.592      1.142e-04
152126.221      1.389e-04
159742.532      1.689e-04
167739.659      2.055e-04
176136.642      2.499e-04
184953.474      3.040e-04
194211.148      3.697e-04
203931.705      4.496e-04
214138.291      5.468e-04
224855.205      6.650e-04
236107.965      8.086e-04
247923.364      9.834e-04
260329.532      1.196e-03
273356.008      1.454e-03
287033.809      1.768e-03
301395.499      2.150e-03
316475.274      2.614e-03
332309.038      3.179e-03
348934.490      3.865e-03
366391.214      4.700e-03
384720.775      5.714e-03
403966.814      6.948e-03
424175.154      8.447e-03
445393.912      1.027e-02
467673.608      1.249e-02
491067.288      1.518e-02
515630.653      1.846e-02
541422.185      2.244e-02
568503.294      2.728e-02
596938.459      3.317e-02
626795.382      4.032e-02
658145.151      4.902e-02
691062.409      5.959e-02
725625.529      7.245e-02
E-J resolved: 
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
0.000e+00
